ra,dec,objID,raMean,decMean,nDetections,ng,nr,ni,nz,ny,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd
1.4680833,-0.1154999,107860014680551784,1.46810382,-0.11548282,12,0,0,0,11,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.4764003753662,0.0542399995028973,0.172089993953705,20.1186008453369,0.186352998018265,-999
2.10739,-6.43456,100270021074508887,2.10741573,-6.43460422,14,0,0,0,13,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.324499130249,0.0700040012598038,0.162679001688957,20.4398994445801,0.169828996062279,-999
2.2142917,36.2704138,151520022142965162,2.21427862,36.27045236,50,0,5,20,13,12,-999,-999,-999,21.4438991546631,0.0905359983444214,0.172107994556427,19.6599006652832,0.0104160001501441,0.0629770010709763,19.4922008514404,0.0242159999907017,0.122134998440742,19.2339992523193,0.0249439999461174,0.0887940004467964
2.37870183,32.87026179,147440023786934920,2.37872938,32.87021586,3,0,0,0,3,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.033899307251,0.198764994740486,0.288556009531021,-999,-999,-999
3.136999,36.5378055,151840031370315952,3.13704995,36.53779217,50,0,2,17,15,16,-999,-999,-999,22.2576999664307,0.102023996412754,0.202404007315636,19.8803997039795,0.00712200021371245,0.0346870012581348,19.3349990844727,0.0219710003584623,0.100077003240585,19.2541007995605,0.0225649997591972,0.088968999683857
4.3111666,-10.01539722,95980043111231908,4.31113121,-10.01539612,59,0,21,13,16,9,-999,-999,-999,21.3285007476807,0.034341998398304,0.156526997685432,19.5669002532959,0.00624600006267428,0.0502130016684532,19.6245994567871,0.0269399993121624,0.0845630019903183,19.3363990783691,0.0230999998748302,0.0708779990673065
4.39361347,17.08630447,128500043936584050,4.39364398,17.08628969,6,0,0,0,6,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.7898006439209,0.1353639960289,0.227463006973267,-999,-999,-999
4.81408,-24.29916,78840048140061267,4.8141121,-24.29921426,17,0,0,0,7,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.6758003234863,0.0524570010602474,0.191848993301392,19.4762001037598,0.0559960007667542,0.205237001180649
5.8777916,-0.3101111,107620058777758234,5.87779373,-0.31014704,17,0,1,8,8,0,-999,-999,-999,22.0475006103516,0.194551005959511,-999,21.0370998382568,0.0618919990956783,0.261626005172729,20.5480995178223,0.0521200001239777,0.143013998866081,-999,-999,-999
6.12404166,39.22193055,155060061239526935,6.12403817,39.22194558,4,0,0,0,0,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.9533996582031,0.144825994968414,0.231040000915527
6.3618333,-1.7590306,105880063617749644,6.36180792,-1.759031,70,2,20,18,14,16,22.2120990753174,0.00289999996311963,0.00410600006580353,19.757999420166,0.0226509999483824,0.0612379983067513,18.1322002410889,0.00436800019815564,0.0129720000550151,18.0396003723145,0.00606000004336238,0.0199319999665022,17.9265003204346,0.0065399999730289,0.0457580015063286
7.02733292,4.95712319,113940070274369002,7.02736875,4.95705449,19,0,0,0,14,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.4074993133545,0.0350809991359711,0.14596800506115,19.7334995269775,0.246840000152588,0.433068007230759
7.85774999,7.1769222,116610078578392809,7.85781392,7.17692602,46,0,2,25,15,4,-999,-999,-999,21.8754005432129,0.212779000401497,0.318980008363724,20.3843002319336,0.0220350008457899,0.192901000380516,20.2057991027832,0.0439920015633106,0.173384994268417,20.0170001983643,0.0917529985308647,0.146448999643326
8.559792,37.9983333,153590085596898687,8.55979146,37.99833264,23,0,0,5,14,4,-999,-999,-999,-999,-999,-999,21.4936008453369,0.0534159988164902,0.122580997645855,19.8691005706787,0.0557879991829395,0.26739901304245,19.9813003540039,0.0376599989831448,0.0746840015053749
9.35732902,-8.11901741,98250093574017623,9.35734424,-8.11904744,20,0,0,5,10,5,-999,-999,-999,-999,-999,-999,21.9304008483887,0.0380030013620853,0.101627998054028,20.0377006530762,0.0254360008984804,0.165610998868942,20.1341991424561,0.13764800131321,0.210182994604111
9.73550794,-10.4316386,95480097355832421,9.73549544,-10.43165405,14,0,0,0,9,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.7516994476318,0.0829849988222122,0.232925996184349,20.2980995178223,0.113486997783184,0.29381400346756
12.52777099,34.75601483,149700125277227904,12.52777034,34.75600267,8,0,0,0,6,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.8826007843018,0.0900060012936592,0.230091005563736,20.2779006958008,0.0532039999961853,0.0754989981651306
13.5892499,-1.156,106610135892573229,13.58929194,-1.15602476,31,0,11,9,6,5,-999,-999,-999,21.4985008239746,0.05519799888134,0.200590997934341,20.0564994812012,0.0174279995262623,0.0778139978647232,19.7404003143311,0.0192789994180202,0.0531999990344048,19.5984001159668,0.0409599989652634,0.123538002371788
14.233499,22.6867111,135220142334554617,14.23353288,22.68670071,33,0,0,20,11,2,-999,-999,-999,-999,-999,-999,21.1016006469727,0.0308829993009567,0.118233002722263,20.1860008239746,0.0479380004107952,0.184238001704216,20.0825004577637,0.0958179980516434,0.189968004822731
15.05426347,28.04053195,141640150542609209,15.05427474,28.04050334,40,0,0,13,13,14,26.1000003814697,-999,-999,23.2040004730225,-999,-999,20.9120006561279,0.0261390004307032,0.14206400513649,18.7350997924805,0.00651099998503923,0.0224479995667934,17.736400604248,0.00637600012123585,0.0392800010740757
15.05426347,28.04053195,141640150545779011,15.05452886,28.04027316,2,1,0,0,1,0,22.252799987793,0.209883004426956,-999,-999,-999,-999,-999,-999,-999,20.3596992492676,0.127933993935585,-999,-999,-999,-999
17.0274999,7.18905555,116620170274957651,17.02743623,7.1892367,57,0,4,24,18,11,-999,-999,-999,22.1296005249023,0.117164999246597,0.300987005233765,20.2907009124756,0.00947100017219782,0.0571709983050823,19.4169998168945,0.019353000447154,0.0863849967718124,19.3048992156982,0.0589080005884171,0.125430002808571
17.1248333,-1.0043333,106790171247114923,17.12481944,-1.00440423,7,0,0,7,0,0,-999,-999,-999,-999,-999,-999,21.8199005126953,0.0668840035796165,0.165810003876686,-999,-999,-999,-999,-999,-999
18.4739583,5.99752777,115190184739607500,18.4740023,5.99753694,29,0,2,16,10,1,-999,-999,-999,22.1406993865967,0.0935079976916313,0.132243007421494,20.7481002807617,0.0362819992005825,0.140157997608185,20.5223007202148,0.0434609986841679,0.200003996491432,19.8320007324219,0.167279005050659,-999
18.729625,32.6378694,147160187296075997,18.72961223,32.63787106,37,0,7,11,13,6,-999,-999,-999,21.87380027771,0.0904309973120689,0.217640995979309,20.8012008666992,0.0619990006089211,0.190246000885963,20.0907001495361,0.0256549995392561,0.0918280035257339,19.7919998168945,0.224215999245644,0.284382998943329
18.9365833,0.2541388,108300189365595362,18.93658422,0.25414194,14,0,0,10,4,0,-999,-999,-999,-999,-999,-999,21.3115997314453,0.0422660000622272,0.123421996831894,20.8465003967285,0.116871997714043,0.167648002505302,-999,-999,-999
18.94279165,-2.8867333,104530189427376396,18.94279662,-2.88673464,50,0,10,19,14,7,-999,-999,-999,21.8514003753662,0.0761160030961037,0.197472006082535,20.0510005950928,0.0127750001847744,0.0615449994802475,19.824499130249,0.0274250004440546,0.10657200217247,19.4608001708984,0.0556310005486012,0.246106997132301
19.0595833,5.6382499,114760190595766345,19.05960626,5.63821583,56,0,6,29,10,11,-999,-999,-999,21.5673007965088,0.0651739984750748,0.208121001720428,19.8125991821289,0.0128429997712374,0.080986000597477,19.2940006256104,0.0143349999561906,0.0691429972648621,19.1107997894287,0.0624199993908405,0.151444002985954
20.224708,21.7850555,134140202246582664,20.22466399,21.78512299,33,0,0,16,11,6,-999,-999,-999,-999,-999,-999,20.6009998321533,0.0238639991730452,0.10801599919796,20.1205997467041,0.0593010000884533,0.179741993546486,19.9990997314453,0.0669019967317581,0.155249997973442
21.42133775,-25.88228802,76940214213231560,21.42135913,-25.88231141,12,0,0,0,9,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.6448001861572,0.0522250011563301,0.144550994038582,19.4650001525879,0.113222002983093,0.228919997811317
22.281,-0.4793055,107420222809685261,22.28104353,-0.47932576,12,0,0,10,2,0,-999,-999,-999,-999,-999,-999,21.5979995727539,0.0780500024557114,0.254287004470825,21.1578998565674,0.149361997842789,0.212540000677109,-999,-999,-999
22.8639166,-3.3500527,103980228639070366,22.86394799,-3.35002162,60,0,23,18,13,6,27.1110000610352,-999,-999,20.1844005584717,0.0197630003094673,0.0914940014481544,18.488899230957,0.0125059997662902,0.0485929995775223,18.118200302124,0.00540099991485476,0.0264699999243021,17.8938999176025,0.0221190005540848,0.0452079996466637
23.0071,-2.26753,105270230070749384,23.00713367,-2.26755734,16,1,0,0,12,3,21.5450992584229,0.198186993598938,-999,-999,-999,-999,-999,-999,-999,20.275899887085,0.0326739996671677,0.100502997636795,19.8915996551514,0.117746002972126,0.193764001131058
23.3618333,1.11047222,109330233618363086,23.3618116,1.11051629,30,0,0,24,6,0,-999,-999,-999,-999,-999,-999,20.8027992248535,0.0291779991239309,0.131393998861313,20.6320991516113,0.0566430017352104,0.148000001907349,-999,-999,-999
25.23764,-11.68319,93980252376270662,25.2376246,-11.68314727,15,0,0,0,9,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.2192993164063,0.0406900011003017,0.128075003623962,19.8442001342773,0.0394640006124973,0.0988209992647171
27.15681283,6.00557339,115200271568277115,27.15681834,6.00554731,28,0,0,1,15,12,-999,-999,-999,-999,-999,-999,21.9164009094238,0.174061000347137,-999,19.5769004821777,0.0265829991549253,0.0986329987645149,19.4195003509521,0.0454370006918907,0.179786995053291
28.8886666,4.2518725,113100288886652725,28.8886529,4.25186559,46,0,5,24,9,8,-999,-999,-999,21.6818008422852,0.0499220006167889,0.153147995471954,20.0345001220703,0.0107960002496839,0.182266995310783,19.576099395752,0.0169820003211498,0.0889260023832321,19.4417991638184,0.0487570017576218,0.162324994802475
29.439375,30.0196333,144020294393074112,29.43937135,30.01961146,41,0,1,17,11,12,-999,-999,-999,22.0450992584229,0.162680998444557,-999,21.13450050354,0.0420409999787807,0.192153006792068,19.3871994018555,0.0144980000331998,0.0414760001003742,19.2259006500244,0.0377320013940334,0.171635001897812
29.51726,-29.08868,73090295172183952,29.51728638,-29.08870071,18,0,0,1,9,8,-999,-999,-999,-999,-999,-999,21.6404991149902,0.161458000540733,-999,19.4953002929688,0.0285049993544817,0.104865998029709,19.3472995758057,0.0483900010585785,0.129424005746841
30.88491549,0.20813044,108250308849400118,30.88495717,0.20811648,7,0,0,0,7,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.7418003082275,0.0456320010125637,0.162674993276596,-999,-999,-999
32.0179583,-1.2095277,106540320179318892,32.01793647,-1.20957515,19,0,0,13,5,1,-999,-999,-999,-999,-999,-999,21.3714008331299,0.0513140000402927,0.190229997038841,20.8973999023438,0.0903149992227554,0.253856986761093,20.3185005187988,0.176558002829552,-999
32.7361249,0.0513056,108060327361332088,32.73612766,0.05131111,9,0,0,9,0,0,-999,-999,-999,-999,-999,-999,21.5149002075195,0.0811839997768402,0.221782997250557,-999,-999,-999,-999,-999,-999
33.8469583,-5.49605555,101400338470365087,33.84705691,-5.49611162,29,0,0,17,11,1,-999,-999,-999,-999,-999,-999,21.0454998016357,0.040242999792099,0.178229004144669,20.7828006744385,0.0380889996886253,0.177291005849838,20.3749008178711,0.15947400033474,-999
34.1006666,23.0692972,135680341006153738,34.10066367,23.06929727,30,0,3,10,8,9,-999,-999,-999,21.8307991027832,0.195974007248878,-999,20.1088008880615,0.0335309989750385,0.086218997836113,19.7394008636475,0.0195700004696846,0.0593920014798641,19.4479999542236,0.0636430010199547,0.247235998511314
34.5878333,-0.4626946,107440345877675145,34.58785133,-0.46275643,9,0,0,7,2,0,-999,-999,-999,-999,-999,-999,21.5580005645752,0.0998639985918999,0.305231988430023,21.3623008728027,0.0391159988939762,0.0553219988942146,-999,-999,-999
35.3013333,-3.70877777,103540353012669897,35.30133221,-3.70883996,6,0,0,6,0,0,-999,-999,-999,-999,-999,-999,21.4727001190186,0.0438660010695457,0.108846999704838,-999,-999,-999,-999,-999,-999
35.3025416,-3.7145,103540353024433110,35.30259228,-3.71452936,53,0,13,15,12,13,-999,-999,-999,21.0914993286133,0.0290350001305342,0.112065002322197,19.423999786377,0.00932800024747849,0.0327159985899925,19.5853004455566,0.0368519984185696,0.159188002347946,19.3567008972168,0.0268990006297827,0.118841998279095
36.50780677,3.04983831,111660365078720214,36.50780964,3.04979253,15,0,0,2,3,10,-999,-999,-999,-999,-999,-999,20.8535995483398,0.0337620005011559,0.0495259985327721,21.4845008850098,0.130063995718956,-999,19.3502006530762,0.0448240004479885,0.143582001328468
37.9068333,-7.48177777,99020379068592252,37.90686863,-7.48179816,43,0,7,11,13,12,-999,-999,-999,21.5384006500244,0.0690449997782707,0.193599000573158,19.5216007232666,0.0137980002909899,0.0413010008633137,19.3654003143311,0.0130059998482466,0.0564250014722347,19.1424999237061,0.0367829985916615,0.136981993913651
37.970657,-28.838911,73390379706403567,37.97071334,-28.83893882,8,0,0,0,7,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.6562995910645,0.092850998044014,0.216434001922607,20.2462005615234,0.186289995908737,-999
40.01591406,17.54580925,129050400159835507,40.01592743,17.54580522,7,0,0,0,7,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.6163997650146,0.0177939999848604,0.132245004177094,-999,-999,-999
40.4705,4.5981833,113510404704868343,40.4704645,4.59822342,59,0,8,23,14,14,-999,-999,-999,21.5468997955322,0.0715489983558655,0.276351988315582,19.8582992553711,0.0181770008057356,0.081044003367424,19.7639999389648,0.0136470003053546,0.0707060024142265,19.4206008911133,0.034230001270771,0.172411993145943
42.66909,-2.91745,104490426691029420,42.66910212,-2.91748535,12,0,0,0,7,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.5,0.055902998894453,0.186120003461838,20.3078002929688,0.258506000041962,0.288574010133743
42.8388749,3.5548388,112260428388216350,42.8388764,3.55483494,50,0,6,21,12,11,-999,-999,-999,20.8377990722656,0.045049000531435,0.109893999993801,19.2947998046875,0.013578999787569,0.0454009994864464,19.3080005645752,0.0174519997090101,0.0563419982790947,18.8908004760742,0.0482340008020401,0.0960329994559288
45.184082,-22.540885,80950451840561250,45.18409246,-22.54092119,4,0,0,0,4,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.4134006500244,0.0483799986541271,0.139275997877121,-999,-999,-999
45.880833,-0.3202499,107610458808166198,45.88083431,-0.32027385,6,0,0,0,6,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.0251007080078,0.076445996761322,0.244241997599602,-999,-999,-999
46.677125,18.8877361,130660466771155805,46.67713156,18.88773116,53,0,12,14,12,15,26.4080009460449,-999,-999,19.8211002349854,0.0234730001538992,0.0677139982581139,17.9535007476807,0.00403199996799231,0.014674000442028,17.4727001190186,0.0135340001434088,0.0466910004615784,17.2987995147705,0.0119190001860261,0.0561430007219315
49.29342829,-26.5543637,76130492933905095,49.29346622,-26.55436653,5,0,0,0,5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.8027992248535,0.147102996706963,0.25398001074791,-999,-999,-999
50.4794583,0.4948335,108590504794304235,50.47946728,0.49481428,9,0,1,7,1,0,-999,-999,-999,21.8097991943359,0.177977994084358,-999,21.6037998199463,0.0350980013608933,0.0943790003657341,21.4713001251221,0.182903006672859,-999,-999,-999,-999
53.96052436,-15.79569428,89040539605365531,53.96054485,-15.79572401,8,0,0,0,8,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.5093994140625,0.0890600010752678,0.240262001752853,-999,-999,-999
54.6221249,0.3656388,108430546220629210,54.62214425,0.36561742,44,0,9,14,10,11,-999,-999,-999,21.797700881958,0.0506150014698505,0.155267000198364,20.0993003845215,0.0195690002292395,0.0632259994745255,19.8950996398926,0.0375039987266064,0.119840003550053,19.5741004943848,0.0328049995005131,0.153481006622314
55.424375,-0.80354444,107030554244646103,55.4244621,-0.80356103,9,0,0,0,8,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.3504009246826,0.0449239984154701,0.157367005944252,19.9349994659424,0.193066999316216,-999
56.71685,-16.47691,88220567168338040,56.71691438,-16.47693922,9,0,0,0,6,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.0144004821777,0.0631780028343201,0.233705997467041,19.9585990905762,0.167618006467819,0.264247000217438
57.4974999,0.5676388,108680574975101672,57.49753995,0.56768189,11,0,0,9,2,0,-999,-999,-999,-999,-999,-999,21.5004005432129,0.0657399967312813,0.203557997941971,21.1529998779297,0.185329005122185,0.262495011091232,-999,-999,-999
58.45721356,1.06796142,109280584572911888,58.45724256,1.06795646,5,0,0,0,4,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.1105003356934,0.182428002357483,0.433966010808945,20.4083003997803,0.181590005755425,-999
62.869291,-9.1305,97040628693233851,62.86932044,-9.13048252,6,0,0,0,0,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.9512004852295,0.107033997774124,0.194266006350517
65.408537,-26.95433511,75650654085565164,65.40854025,-26.95437066,13,0,0,0,7,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.4326992034912,0.076884999871254,0.251870006322861,19.5195999145508,0.0402150005102158,0.0973789989948273
65.50414653,-19.45796853,84650655041660756,65.50417551,-19.45797435,12,0,0,0,10,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.7220001220703,0.0258450005203485,0.100211001932621,20.1366996765137,0.218042999505997,0.43511301279068
69.946166,16.5710277,127880699462025787,69.94621348,16.57102972,26,0,0,5,9,12,23.4930000305176,-999,-999,21.3500003814697,-999,-999,21.5011005401611,0.036922000348568,0.103872999548912,19.5730991363525,0.0462250001728535,0.0934199988842011,17.632999420166,0.0211069993674755,0.169604003429413
71.03221433,-4.55918682,102520710322579370,71.03222802,-4.55921798,14,0,0,0,10,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.3029003143311,0.0446970015764236,0.191137000918388,19.9554004669189,0.0961180031299591,0.254433006048203
71.45075,-2.33329,105200714507800461,71.45077973,-2.33330526,39,0,0,8,15,16,-999,-999,-999,-999,-999,-999,21.2875995635986,0.0526239983737469,0.149683997035027,19.2453994750977,0.0250909999012947,0.0877289995551109,19.2191009521484,0.02785300090909,0.168375000357628
75.93566,-7.50613,98990759356663085,75.93564427,-7.50615436,11,0,0,0,9,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.5382995605469,0.0755409970879555,0.204800993204117,20.2518997192383,0.0583279989659786,0.083066999912262
89.93944458,-15.5833895,89300899394190253,89.93945467,-15.58339396,17,0,0,0,15,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.0235004425049,0.0236830003559589,0.131597995758057,19.8209991455078,0.134095996618271,0.190403997898102
106.609958,29.3515277,143221066099542562,106.60995404,29.35150929,16,0,0,0,1,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.1756000518799,0.187618002295494,-999,19.2161998748779,0.028761999681592,0.15718999505043
108.4429416,8.92573692,118711084429421306,108.44294818,8.92572892,25,0,0,0,11,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.4890995025635,0.0186320003122091,0.118248999118805,19.2458000183105,0.0366600006818771,0.254559010267258
112.76303,44.99707,161991127630427206,112.76305336,44.99706743,81,0,16,40,13,12,-999,-999,-999,20.8171997070313,0.0372590012848377,0.109044000506401,19.1466007232666,0.00515499990433455,0.0290539991110563,19.1201992034912,0.0202140007168055,0.0927070006728172,18.8834991455078,0.0228610001504421,0.123084999620914
115.478,25.34156944,138411154779730411,115.47798413,25.34154473,59,0,22,16,9,12,23.9440002441406,-999,-999,20.4731998443604,0.0168939996510744,0.0544359982013702,18.4578990936279,0.00678700022399426,0.0213760007172823,18.3943996429443,0.0134079996496439,0.0356190018355846,18.1175003051758,0.0121470000594854,0.0858839973807335
116.9549166,11.8979055,122271169548847950,116.95489255,11.89790401,52,0,17,10,11,14,-999,-999,-999,20.4433002471924,0.0240739993751049,0.0912169963121414,18.7654991149902,0.0119580002501607,0.0295570008456707,18.3848991394043,0.00999299995601177,0.0319369994103909,18.1135005950928,0.0255970004945993,0.0891240015625954
119.0755812,41.06905919,157281190755733530,119.07558108,41.06906648,45,0,4,20,13,8,-999,-999,-999,21.6798992156982,0.0472339987754822,0.111625999212265,20.1375999450684,0.0198410004377365,0.0956159979104996,19.9209003448486,0.0132769998162985,0.11056199669838,19.6112003326416,0.0948989987373352,0.148785993456841
120.772583,31.6428333,145971207725611954,120.77260302,31.64275208,2,0,0,0,0,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.6075000762939,0.0946889966726303,0.134096994996071
122.7263086,51.094473,169311227263404013,122.72636251,51.09443908,18,0,0,0,14,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.75950050354,0.0294979996979237,0.130539000034332,19.7332000732422,0.172865003347397,0.339812994003296
