ra,dec
0.34011348,26.83588138
0.66411726,25.84304425
1.4680833,-0.1154999
2.10739,-6.43456
2.2142917,36.2704138
2.37870183,32.87026179
3.1369990000000003,36.5378055
4.3111666,-10.01539722
4.39361347,17.08630447
4.814080000000001,-24.29916
5.1311237,-36.8949476
5.8777916,-0.3101111
6.12404166,39.22193055
6.3618333,-1.7590306
7.02733292,4.95712319
7.85774999,7.176922200000001
8.2975,-1.4235833
8.559792,37.9983333
9.35732902,-8.11901741
9.650416,-15.4565555
9.73550794,-10.4316386
11.38986666,9.03248889
12.52777099,34.75601483
13.5892499,-1.156
13.762125,1.77175
14.233498999999998,22.6867111
15.05426347,28.04053195
15.710999,-2.3027499
17.0274999,7.18905555
17.124833300000002,-1.0043333
17.471379000000002,-30.790642
18.4739583,5.99752777
18.729625,32.63786939999999
18.9365833,0.2541388
18.94279165,-2.8867333
19.0595833,5.6382499
20.224708,21.7850555
21.42133775,-25.88228802
22.281,-0.4793055000000001
22.493791,-0.5943611
22.863916600000003,-3.3500527
23.0071,-2.26753
23.3618333,1.11047222
24.013208,2.4349166
25.23764,-11.68319
25.682197199999997,-33.46263
25.79266666,-55.75296666
27.15681283,6.00557339
28.888666600000004,4.2518725
29.439375,30.0196333
29.517259999999997,-29.08868
29.9915479,-36.565723
30.74254166,-2.86488888
30.88491549,0.20813044
31.444291600000003,-9.92325
31.54666666,-2.92716666
32.0179583,-1.2095277
32.554958,-4.9391388
32.7361249,0.051305600000000014
32.9355417,-2.0510833
33.3205833,-6.4375556
33.8469583,-5.49605555
34.100666600000004,23.0692972
34.115875,-4.9261387999999995
34.161875,-52.4390556
34.33995833,-2.14794444
34.5878333,-0.4626946
35.1238333,-4.5344444
35.3013333,-3.70877777
35.30254160000001,-3.7145
35.344625,-8.0476388
36.50780677,3.04983831
36.930375,-6.0917222
37.5094583,0.77966666
37.9068333,-7.48177777
37.970657,-28.838911
38.92675,-5.54488889
39.876,-0.7514999
40.01591406,17.54580925
40.4705,4.5981833
41.0,-50.13333333
36.11057,-47.19149
41.7329167,-52.3305278
42.669090000000004,-2.91745
42.8388749,3.5548388
43.0693333,-5.0588333
45.184082,-22.540885
45.3208749,0.34055556
45.880833,-0.32024990000000003
46.320483,-31.848861
46.677125,18.8877361
49.207791,-13.675638
49.29342829,-26.5543637
49.9235833,-10.1461111
50.4794583,0.4948335
50.91808333,-47.02225833
52.147942,-32.889678
52.61633333,-40.42122222
53.96052436,-15.79569428
54.6221249,0.3656388
55.424375,-0.80354444
56.71685,-16.47691
57.4974999,0.5676388000000001
58.45721356,1.06796142
60.552894499999994,24.85678567
62.080125,-56.54133888
62.51345833,-44.24463888
62.869291,-9.1305
65.04725,-44.88994444
65.408537,-26.95433511
65.50414653,-19.45796853
69.946166,16.571027700000002
71.03221433,-4.55918682
71.45075,-2.3332900000000003
73.50745,-44.808640000000004
75.93566,-7.506130000000001
89.93944458,-15.5833895
106.609958,29.3515277
108.4429416,8.92573692
112.76303,44.99707
115.478,25.34156944
116.9549166,11.897905499999998
119.0755812,41.06905919
120.772583,31.6428333
122.7263086,51.094473
123.2034166,4.6823722000000005
124.6141845,17.38111271
126.2250634,13.03804903
127.05586219999999,26.56541403
127.28174059999999,3.06570093
127.383208,41.2945555
127.3879166,25.11266666
128.3235833,27.44138888
128.50366670000003,2.1963611000000003
128.8573333,32.29794444
128.97651322,5.6314046
129.1827665,0.91479339
129.40766599999998,49.4834444
129.945333,39.0031944
129.98065,0.2650583
130.1462615,56.40561756
130.3313231,29.08459657
130.6226384,12.31405085
131.035875,-1.5379167
131.1316666,-0.88183333
131.61600383,8.01436554
132.61733329999998,-5.1019167
132.7010255,32.7799831
133.4535,1.65305555
133.62655121,20.94745469
134.4105416,0.93686111
134.5562917,0.0158611
134.7799583,0.38219444
135.3860431,16.25189854
135.69067056,8.85442286
135.728625,1.91969444
135.8111666,2.19119444
135.87045680000003,-13.83368626
136.4360416,3.01633333
136.62812499,69.50855555
137.33958330000002,4.6785833
137.556791,16.9416111
137.72720800000002,-4.2352222
137.80945830000002,1.87205555
138.31896345,59.32268879
138.93184201,49.40462411
139.49149069,38.51115496
139.6382083,1.6564721999999998
140.3356667,0.1230278
140.5700563,26.89973758
140.90326724,30.16377289
140.94633330000005,4.048444399999998
141.84091980000002,20.02323341
143.20733069999997,12.36828033
143.847125,-2.13177777
147.23068155,21.10876938
149.28198799,6.183206919
149.30083333,10.27180555
149.3661115,5.318132272
149.4182917,0.8926666999999999
149.55845095,35.4135633
149.78374999,2.45204444
150.18239929,21.05740935
150.21458333,2.58263333
151.00566669999995,2.6585278
151.56087499,-3.17511111
153.40139162,42.67400058
155.50795833,8.02283333
155.5418621,22.87373501
156.59845266,25.71651275
157.13939876,7.77193216
157.6129585,5.41529456
157.9070364,-2.65990731
158.55970833,57.37436111
158.57770505,20.55005942
158.6938,-14.4211
159.225791,-2.54387343
160.2025,-11.93061111
160.89663741,10.17627122
161.13766999999999,-1.4172777
162.0829167,-1.16116944
162.153041,33.663238799999995
162.187771,46.62181837
162.65194802,58.07352357
163.34578703,58.07003623
163.522166,46.6250694
163.68929649,16.56038561
164.8692,-9.1056666
165.39316612,5.52607366
166.089958,21.574666600000004
167.47262709999998,56.95211429
167.64156599999998,-13.4959995
169.83599999999998,34.88003
170.00616000000002,6.6900832999999995
170.70851309,13.71012455
170.79645833,-0.73851111
171.31714388,44.81247508
171.65820596,17.58293115
172.17700109999998,26.88666537
172.24103279,57.98606763
173.19375,12.15047222
173.28658333,16.06547222
173.55929166,8.48147222
173.78720800000005,50.1924999
174.32386780000002,35.83245858
174.7920407,-12.28454921
175.40918430000002,-20.26545798
175.90977969999997,38.14133978
176.63608330000002,-1.9106389
176.70175,1.4055833
176.7408,40.61907
176.745375,-0.0938056
176.77670833,-1.16616666
177.01370369999998,7.0356349
177.06753999999998,52.89425
177.0693757,52.86399858
177.1090253,30.33869677
177.13825,0.9450722
177.44354166,7.81405555
178.08863,0.92685833
178.5594134,-12.18818926
178.58299441,23.56590841
178.60305991,13.69605218
179.45160964,6.61998161
180.26258330000002,1.56566667
180.53242178,32.59410995
180.6932083,-0.95047222
181.17389474,-0.36378588
181.2712417,-0.00776944
181.90599880000002,6.50284332
181.9755833,-0.09813889
182.09924999,0.17436111
182.21944502,21.17610232
182.24679167,-2.00966667
182.3499583,-0.1129167
182.46970927,18.52978084
183.11242083,5.09263611
183.29918999999998,-12.767624
183.8202986,0.39018341
184.114916,45.3196388
184.3389334,1.52846356
184.546624,18.1307055
184.77225,0.84375
185.44341967,44.75779109
185.65818188,19.97859073
187.10478999999998,-2.56090331
187.3050336,4.32437446
188.38947332,6.376165019
189.025208,46.9569805
189.19983333,62.16155555
190.69966293,52.21853315
190.9200541,25.4899697
192.7163615,31.50608276
194.1290326,25.54762379
194.48948069999997,63.82698942
196.5344701,3.94065562
197.7198013,25.53518849
198.668374,54.5436694
199.033916,10.475777699999998
199.33658333,-2.65361111
199.797085,9.84764345
201.9221762,57.54399285
203.2393749,22.1433083
203.55234824,12.33908622
203.9617127,35.55439429
203.98433333,-3.47727777
204.37004203,41.92773724
205.06263381,39.44185963
205.16766666,28.22448888
205.42274999,46.18619444
205.47508159999998,35.16825393
205.53375,9.47738888
206.36092677,23.49704816
209.205856,-26.708396999999998
209.44724999,53.09513888
210.1199583,-0.1976389
210.1249583,-1.4225
210.44723419999997,27.82639831
210.4581667,51.7195278
210.72777200000002,40.40088527
210.82970350000002,9.04749814
210.87222000000003,-12.009482
211.6213333,-1.2697778
211.6953333,-1.7340556
212.09549999,53.00580555
212.29743369999997,-15.98657168
212.7970333,12.29368966
213.36299,-22.561737
213.51816666,51.25994444
213.63154166,57.54280555
213.66475,1.51013888
213.69508333,54.7755
213.7329225,-13.48035431
214.05295833,0.26283333
214.220875,1.7839444
214.36945833,1.28677778
214.98537499,55.88783333
215.15142999999998,-16.041735
215.5009583,0.1841667
215.85800711,13.05019556
215.882125,-0.30252778
216.3180505,32.90265034
216.32383333,-0.26136111
216.87370833,35.36916111
216.91079,33.211665999999994
217.08913280000002,-16.04536083
217.26283333,-1.07872222
217.29258333,-0.03538889
217.40820833,33.07116666
217.46737000000002,54.788249
217.9185333,-7.41207447
219.02084569,21.54423663
219.04891569999995,50.11865442
219.46593790000003,23.387041600000003
219.48558333,51.85419444
220.00541666,-1.11727778
220.96111436,36.3875378
225.153499,28.2675083
227.42407999999998,-17.824111
227.64705421,51.81141544
228.41516666,8.90180555
228.6871163,21.23882642
230.7620833,59.2758444
230.94041905,33.79995642
231.01708333,8.27758333
231.65767083,-20.83351667
231.80358333,6.68941666
233.74898973,13.45039414
233.886958,19.72225
235.9450668,17.00790591
236.2734167,42.53655560000001
236.2912415,16.60886345
236.46704100000002,60.47332022
237.503875,43.3007778
238.8510335,-6.89766289
239.71246090000002,-7.40266413
239.787875,22.20484167
240.2964999,-18.4764111
240.7249088,42.47359515
240.9544583,55.17563889
242.40529130000002,30.69660519
242.43971000000002,-12.98169708
242.56966544,41.29827146
243.60470833,46.67470555
243.647333,1.245775
243.696,20.98415833
245.06367659999998,-0.19786005
245.25383,51.93022
245.8136666,47.0999722
245.8825602,31.20014751
246.61042035,27.85902656
246.62167,28.98266
247.29706666,24.12770556
247.64126389999998,40.20269293
250.3405347,37.92226289
252.676083,16.289305499999998
254.1477499,45.6870972
254.75883333,27.159775
254.962625,32.6579527
261.03642916,19.02864444
267.00211,22.78121067
268.18375,50.6091805
293.031765,71.65233549
308.0416401,-21.23397495
308.48297,-27.6485
313.3407,0.7852222
313.52704,-0.08744439999999999
315.22758,-17.256249
315.580083,-14.9816666
319.5530416000001,-0.06408330000000001
319.60402999999997,-10.93262
319.86799999,10.48516666
319.96620833,-0.67225
320.87032999999997,-24.3604
322.792875,-43.9840278
323.13829583,12.29868333
325.66362499,-1.33341666
326.98087000000004,1.1320277
328.7339966,-9.5076274
330.2776249,3.035475
330.383625,1.92472222
330.6115416,15.16455
330.63833333,1.52230555
331.07466669999997,1.19577778
331.6450417,2.02675
331.7921666000001,-4.2823
332.6135,3.0745833
332.654125,2.7204722
332.7525,-63.3488333
332.80070833,-32.10355556
332.92087499,0.18858333
333.21454166,-0.70852777
333.27191666,0.56883333
333.83425,-0.15233333
333.98597889999996,26.10816837
334.18341666,0.23002778
334.1852917,-0.28058333
334.82175,1.04691667
335.07704,-1.02969114
335.789625,3.4389722000000003
336.3099166,3.5034722
336.5517083000001,-6.3020249
337.1159583,1.46930556
337.18141,1.1756111
337.18812499,-7.96538333
337.19879166,1.87791667
337.25687,14.952499
337.9537083,-0.5965278
338.050125,0.21066667
338.2297707,29.50897599
338.3651666,-1.1178888
339.18575,0.54913889
339.7091666,-0.4505
339.7814999,0.5062777
339.94779166,2.12986111
340.20417000000003,-18.66217
340.65645,3.5726666
341.3511249,0.4039444
342.508375,-50.26170833
343.0226667,2.4255278
343.9085,2.8573889
346.0957083,0.7515
346.89729,0.5303888000000001
347.6620586,18.92220166
348.0684999,1.0143055
348.94404,-0.3994722
349.409375,22.7360083
349.5,-31.21666667
349.51166,-2.7761111
351.3093508,26.47995309
351.40266666,-5.89119444
352.2845,-3.0329999
352.31025,-4.0566944
352.41375,30.0641055
352.53629166,9.96213888
353.7293749,-0.1728055
356.1395833,16.8879111
357.1389,-30.902844
357.82899110000005,6.40192191
357.85129166,-4.98536111
359.1352149,-6.38312644
359.21491000000003,0.3925833
359.60016666,6.57705555
